id,name,street,city,region,postal code,phone,email,website,zone,country
1258,Play It Again Sports-Asheville,611 Tunnel Road,Asheville,NC,28805,828-299-1221,,http://www.playitagainsportsasheville.com,USA,USA
528,Sports Depot,16008 Cross Bay BLVD,Howard Beach,NY,11414,718-845-1800,,http://www.sportsdepot.com,USA,USA
1304,Johnny Mac's Ballwin,14649 Manchester Rd.,Ballwin,MO,63011,636-391-6450,,,USA,USA
1305,Johnny Mac's Florissant,2715 N Hwy 67,Florissant,MO,63033,314-838-1888,,,USA,USA
1306,Johnny Mac's Springfield,3500 S Glenstone Rd,Springfield,MO,65804,417-799-2600,,,USA,USA
1307,Johnny Mac's Swansea,4500 N Illinois St,Swansea,IL,62226,618-222-2828,,,USA,USA
1308,Johnny Mac's St. Peters,5819 Suemandy Rd,St. Peters,MO,63376,636-278-6300,,,USA,USA
1309,Johnny Mac's Michigan,4255 Five Oaks Dr,Lansing,MI,48911,517-393-2221,,,USA,USA
649,Play It Again Sports - Canton,42079 Ford Road,Canton,MI,48187,734-844-8591,,http://www.playitagainsportscanton.com,USA,USA
1313,Play It Again Sports – Southgate,18809 Eureka Road,Southgate,MI,48195,734-284-7488,,http://www.playitagainsportssouthgate.com,USA,USA
1315,Home Run Hitters,1115 Musser Street,Muscatine,IA,52761,563-506-0283,,http://www.hrhitters.com,USA,USA
1316,David Bowen Sporting Goods,"5800 North ""W"" Street, Suite 1",Pensacola,FL,32505,850-494-2244,,http://www.bowensports.com,USA,USA
1317,Laux Sporting Goods,25 Pineview Drive,Amherst,NY,14228,716-691-3367,,http://www.lauxsportinggoods.com,USA,USA
1318,Jim's Sports Center,26 North Second Street,Clearfield,PA,16830,814-765-3582,,http://www.jimssports.com,USA,USA
1319,Genesis Pro Wood Bat CO,"3227 Producer Way, Unit 124",Pomona,CA,91768,323-592-0622,,http://www.genesisbats.com,USA,USA
1320,MC Sports and Printing,293 E. Redlands Blvd,San Bernardino,CA,92408,909-777-0032,,http://www.mcsportsandprinting.com,USA,USA
1321,Titan Sports - Ohio,127 East Main Street,Alliance,OH,44601,330-913-7201,,,USA,USA
1323,Advanced Baseball Academy,"13725 Metcalf Avenue, Suite 394",Overland Park,KS,66223,913-424-0710,,http://www.advancedbaseballacademy.com,USA,USA
1324,Play It Again Sports - Traverse City,1251 W. South Airport Road,Traverse City,MI,49686,231-929-1870,,http://www.playitagainsportstraversecity.com,USA,USA
1325,Play It Again Sports - Corvallis,1422 NW Ninth St,Corvallis,OR,97330,541-754-7529,,,USA,USA
1326,Play It Again Sports - Omaha,8453 West Center Road,Omaha,NE,68124,402-934-8100,,http://www.playitagainsportsomaha.com,USA,USA
1327,Play It Again Sports - Fairbanks,160 Old Steese Hwy,Fairbanks,AK,99701,907-457-7427,,,USA,USA
1328,Play It Again Sports - Missoula,"2230 N. Reserve Street, Suite 400",Missoula,MT,59808,406-549-1580,,http://www.playitagainsportsmissoula.com,USA,USA
1329,Play It Again Sports - Joplin,2640 E 32nd St. #14,Joplin,MO,64804,417-626-7529,,,USA,USA
1330,Play It Again Sports - Billins,"1005 24th Street West, Suite #3",Billings,MT,59102,406-652-3662,,http://www.playitagainsportsbillings.com,USA,USA
1331,Play It Again Sports - New Hartford,4790 Commercial Drive,New Hartford,NY,13413,315-736-5336,,http://www.playitagainsportsnewhartford.com,USA,USA
1332,Play It Again Sports - Chesterfield,50607 Gratiot,Chesterfield,MI,48051,586-598-7700,,http://www.playitagainsportschesterfieldmi.com,USA,USA
1333,Play It Again Sports - Burnsville,13941 Aldrich Avenue South,Burnsville,MN,55337,952-898-1878,,http://www.playitagainsportsburnsville.com,USA,USA
1334,Play It Again Sports - Boulder,653 S. Broadway,Boulder,CO,80305,303-499-2011,,http://www.playitagainsportsboulder.com,USA,USA
1335,Play It Again Sports - Phoenix,3143 E. Greenway Road #705,Phoenix,AZ,85032,602-971-8604,,,USA,USA
1336,Play It Again Sports - La Crosse,"4400 State Road 16, Suite 130",La Crosse,WI,54601,608-784-4949,,http://www.playitagainsportslacrosse.com,USA,USA
1337,Bob's Sporting Goods,133 Wyoming Street,Hazleton,PA,18201,570-455-1421,,http://www.bobsspggoods.com,USA,USA
1338,The Clubhouse Batting Cages,"3950 Valley Blvd, Suite #A",Walnut,CA,91789,909-595-3084,,http://www.clubhousebchitting.com,USA,USA
1339,Quali-Tee Design Sportswear,"1270 US RT. 22 NW, Suite 9",Washington Courthouse,OH,43160,740-333-8337,,http://www.qualiteedesign.com,USA,USA
1340,Bill's Locker Room 3,109 South Main Street,Bryan,OH,43506,419-636-5661,,http://www.billslockerroom3.com,USA,USA
1341,Play It Again Sports - Longmong,800 South Hover Road,Longmont,CO,80501,303-774-9912,,http://www.playitagainsportslongmont.com,USA,USA
1342,Champlin Athletic,12172 Ensign Avenue North,Champlin,MN,55316,763-421-7949,,,USA,USA
1344,Play It Again Sports - Green Bay,2270 S Ridge Road,Green Bay,WI,54304,920-497-1420,,http://www.playitagainsportsgreenbay.com,USA,USA
1345,Play It Again Sports - Oshkosh,1830 S Koeller Road,Oshkosh,WI,54902,920-231-5200,,http://www.playitagainsportsoshkosh.com,USA,USA
1346,Sports Depot - Rock Island,1316 30th Street,Rock Island,IL,61201,309-793-0188,,http://www.sports-depot.net,USA,USA
1347,The Tackle Box,210 South Georgetown Highway,Johnsonville,SC,29555,843-384-3117,,,USA,USA
1348,Tyler Athletics,5520 Old Jacksonville Hwy,Tyler,TX,75703,903-534-9500,,,USA,USA
1349,A & H Sporting Goods,313 W. Emaus Avenue,Allentown,PA,18103,484-350-3037,,http://www.ahsporting.com,USA,USA
1350,Rambow Inc.,1000 Rambow Parkway,New London,MN,56273,320-354-2570,,http://www.rambow.com,USA,USA
1351,Play It Again Sports - Mesa,"1457 W. Southers Avenue, A-6",Mesa,AZ,85202,480-834-0005,,http://www.playitagainsportsmesa.com,USA,USA
1352,Dunn's Sporting Goods,8733 Commercial Blvd.,Pevely,MO,63070,636-475-424,,http://www.shopdunns.com,USA,USA
1353,Billy Sadler Baseball Academy,3355 Copter Rd. Unit 6,Pensacola,FL,32514,850-476-8007,,,USA,USA
1354,Play It Again Sports - Madison,Play It Again Sports - Madison,4640 East Washington Avenue,WI,53704,608-441-2640,,http://www.playitagainsportsmadison.com,USA,USA
1355,Play It Again Sports - Madison,6674 A Odana Road,Madison,WI,53719,608-824-3920,,http://www.playitagainsportsmadison.com,USA,USA
1356,Play It Again Sports - Florence,2801 Mall Road #14,Florence,AL,35630,256-767-4800,,http://www.playitagainsportsflorence.com,USA,USA
1357,Athletic Center,801 Linton Way,Princeton,KY,42445,270-365-2500,,http://www.athleticcenter.biz,USA,USA
1358,Play It Again Sports - Chicago,3939 North Ashland Avenue,Chicago,IL,60613,312-371-4876,,http://www.playitagainsportswrigleyville.com,USA,USA
1359,ZONEZ,306 West Union Street,Athens,OH,45701,740-592-3993,,http://www.zonezofathens.com,USA,USA
1360,All-N Sportz,10801 Nacogdoches Road,San Antonio,TX,78217,210-414-8659,,http://www.all-nsportz.com,USA,USA
1361,Ken's Sporting Goods,2610 Hamner Avenue,Norco,CA,92860,951-735-9863,,http://www.kenssportinggoods.com,USA,USA
1362,Play It Again Sports - Greenville,828 Woods Crossing Road,Greenville,SC,29607,864-242-2424,,http://www.playitagainsportsgreenville.com,USA,USA
1363,Play It Again Sports - Norman,"2203 W Main Street, Suite #2",Norman,OK,73069,405-364-0080,,http://www.playitagainsportsnormanok.com,USA,USA
1364,Ama Bay,1209 Beaudry Blvd.,Hudson,WI,54016,715-386-8645,,,USA,USA
1365,Lou's Sporting Goods,523 N Main Street,Fremont,NE,68025,402-721-6040,,http://www.lousteam.com,USA,USA
1366,Destiny Sports,5414 Hailey Avenue,Springdale,AR,72762,479-435-3729,,,USA,USA
1367,Play It Again Sports - Berwyn,1004 Lancaster Avenue,Berwyn,PA,19312,610-651-0202,,http://www.playitagainsportsberwyn.com,USA,USA
1368,Maine Hits,6 Lincoln Avenue,Scarborough,ME,4074,207-730-7227,,http://www.maine-hits.com,USA,USA
1369,Linton Sporting Goods,1173 A Street NW,Linton,IN,47441,812-847-8292,,,USA,USA
1370,The Hitting Zone Baseball Academy,1020 South Cypress Street Ste A,La Habra,CA,90631,714-773-4300,,http://www.thehittingzone.net,USA,USA
1371,The Hitting Zone Baseball Academy (2nd),10900 S. Pioneer Blvd,Santa Fe Springs,CA,90670,562-945-2525,,http://www.thehittingzone.net,USA,USA
1376,PLAY IT AGAIN SPORTS - BOISE,7566 FAIRVIEW AVE.,BOISE,ID,83704,208-378-0053,playitagainboise@hotmail.com,,USA,USA
1216,Top Notch Training,4461 Commerce Street,Grenada,MS,38901,662-392-5877,,http://www.mattoxsportsmadness.com,USA,USA
527,Softball Bat Club,"8909 REGENTS PARK DRIVE, #400",Tampa,FL,33647,888-881-2287,,http://www.Softballbatclub.com,USA,USA
1393,All Pro Collisions,520 E. Osceola Parkway,Kissimmee,FL,34744,407-932-1131,ggonazlez17@cfl.com,,USA,USA
1394,Blackout Tees,4601 Eastgate Blvd,Cincinnati,OH,45245,513-604-9787,jason@blackouttees.com,,USA,USA
1395,Butler Sporting Goods,815 West Main Streer,Hyannis,MA,2601,508-771-4595,jimbutler@butlersportinggoods.com,http://www.butlersportinggoods.com,USA,USA
1396,BW USA,9590 SW 40th Street,Miami,FL,33165,305-554-7488,baseballworldmiami@gmail.com,http://www.baseballworldmiami.com,USA,USA
1397,Clinton Sport Shop,16 W Main Streer,Clinton,CT,6413,860-669-1009,clintons@snet.net,,USA,USA
1398,Dee's Sport Shop,29456 Gratiot Avenue,Roseville,MI,48066,586-772-9395,adolecki@att.net,,USA,USA
1399,Diamond Nation,129 River Road,Flemington,NJ,8822,908-284-1778,jbutler@diamondnation.com,http://www.diamondnation.com,USA,USA
1400,Dub's Sports,3259 California Blvd.,Napa,CA,94558,707-252-2500,scott@dubssports.com,http://www.dubssports.com,USA,USA
1401,Egelston - Maynard Sports,525 Madison Avenue,Convinton,KY,41011,859-581-6648,vwemsports@aol.com,http://www.egelstonmaynard.com,USA,USA
1403,Gee and Bee and Sporting Goods,190 Mount Auburn Avenue,Auburn,ME,4210,207-784-4933,mike@geeandbee.com,http://www.geeandbeesports.com,USA,USA
1404,H Mickel Sports,2101 Forsythe Ave,Monroe,LA,71201,318-388-2375,hmickelsports@yahoo.com,,USA,USA
1405,HeadQuarters 4 Sports,"1303 NW 12st Street, Suite A",Lincoln City,OR,97367,541-994-4727,ddavis@hq4sports.com,http://www.hq4sports.com,USA,USA
1406,Hit Zone LLC,960 Summit St,Lapeer,MI,48446,810-834-9485,2010jdm68@gmail.com,,USA,USA
1407,Instant Replay,1054 Hope Street,Stamford,CT,6907,203-322-7502,sgt1054@gmail.com,,USA,USA
1408,Jeffs Sporting Goods,865 E. Las Tunas Drive,San Gabriel,CA,91776,626-288-6141,ryanjeffs006@yahoo.com,,USA,USA
1409,Tri-Valley Sports,"106C Main Street, Medway Shopping Center",Medway,MA,2053,508-533-5080,tom@tri-valleysports.com,http://www.tri-valleysports.com,USA,USA
1410,Top Notch Training,4461 Commerce Street,Grenada,MS,38901,662-392-5877,jmattox@emcsurvey.com,http://www.mattoxsportsmadness.com,USA,USA
1411,Strike Zone - Denison,131 N Imperial,Denison,TX,75020,903-462-0571,reece.patterson1@gmail.com,,USA,USA
1412,Sports Venture (Baseball Plus),400 Duffy Avenue,Hicksville,NY,11801,516-827-5009,antskimorales@gmail.com,http://www.baseballplusny.com,USA,USA
1413,Sports Unlimited,346 Godshall Drive,Harleysville,PA,19438,800-693-6368,rball@sportsunlimited.com,http://www.sportsunlimitedinc.com,USA,USA
1415,"Sporting Goods, Inc.",14190 Northdale Blvd.,Rogers,MN,55374,763-428-4884,info@sportinggoods.com,http://www.sportinggoodsinc.com,USA,USA
1416,Simonetti Sports,"2007 Route 35, Tricorne Center",Wall,NJ,7719,732-223-8866,info@simonettisports.com,http://www.simonettisports.com,USA,USA
1418,Scott's Sporting Goods,165 Poquonock Avenue,Windsor,CT,6095,860-688-5469,scott165@snet.net,http://www.scottsisports.com,USA,USA
1419,Rijo Athletics,22620 State Route 9 SE,Woodinville,WA,98072,425-486-4878,jose@rijoathletics.com,http://www.rijoathletics.com,USA,USA
1420,Pro Sports Apparel,4658 Arlington Dr.,Placida,FL,33946,941-421-8378,prosportapparel@gmail.com,,USA,USA
1421,Kingsford Sports,25604 N. Gilmen Road,Mundelein,IL,60060,847-438-1001,smpet05@yahoo.com,,USA,USA
1422,Main Street Pie,14933 Main Street,Alachua,FL,32615,368-462-0661,sabkfam@yahoo.com,,USA,USA
1423,McCleerey's Sporting Goods,22 S State St.,Greenfield,IN,46140,317-462-2886,steve.mccleerey@gmail.com,,USA,USA
1424,MT Elite,820 Park Avenue,Murfreesboro,TN,37129,615-440-2013,jwilson605@comcast.net,,USA,USA
1425,New York Empire Baseball,243 West 60 Street,New York,NY,10023,646-872-1441,jordan@newyorkempirebaseball.org,http://www.newyorkempirebaseball.org,USA,USA
1426,Ocean State Sublimation,16 Greco Lane,Warwick,RI,2886,401-738-1698,oceanstatesublimation@gmail.com,,USA,USA
1427,Parkview Sports,5973 Broadway,Bronx,NY,10471,718-549-4400,parkviewsports@aol.com,,USA,USA
1428,PIAS - Seattle,1304 Stewart St,Seattle,WA,98109,206-264-9255,dave@playseattle.com,,USA,USA
1429,Play It Again Sports - Ann Arbor,2461 W Stadium Blvd,Ann Arbor,MI,48103,734-747-6277,piasannarbor@gmail.com,,USA,USA
1430,Play It Again Sports - Biddeford,473 Alfred Street,Biddeford,ME,4005,207-602-6066,,,USA,USA
1431,Play It Again Sports - Deptford,1450 Clements Bridge Road,Deptford,NJ,8096,484-832-0255,playitagaindeptford@outlook.com,,USA,USA
1432,Play It Again Sports - Flint,4230 Miller Road,Flint,MI,48507,810-515-1659,randy@playitagainsportsflint.com,http://www.playitagainsportsflint.com,USA,USA
1433,Play It Again Sports - Hickory,1816 Hwy 70 SE,Hickory,NC,28602,828-324-5070,cmjsports@yahoo.com,http://www.playitagainsportshickory.com,USA,USA
1434,Play It Again Sports - Kentwood,3734 28th St,Kentwood,MI,49512,616-957-0086,cpastimes@gmail.com,,USA,USA
1435,Play It Again Sports - Oceanside,46 Atlantic Avenue,Oceanside,NY,11572,516-678-7900,jim@playsports.com,,USA,USA
1436,Play It Again Sports - Portland,315 Marginal Way,Portland,ME,4101,207-773-6063,mikepias@maine.rr.com,http://www.playitagainsportsportlandmaine.com,USA,USA
1437,Play It Again Sports - San Antonio,15038 N. US HWY 281,San Antonio,TX,78232,210-455-3951,playitagainsports_sa@yahoo.com,http://www.playitagainsportssanantonio.com,USA,USA
1439,Monster Bats,600 S. Bell Blvd #18,Cedar Park,TX,78613,512-505-8721,,http://www.monsterbats.com,USA,USA
1451,Vincent Sport Shop,776 Hopmeadow Street,Simsbury,CT,6070,860-658-5419,,http://www.vincentsportshop.com,USA,USA
1452,Danielson Surplus Sales,151 Main Street,Danielson,CT,6239,860-774-6287,,http://www.danielsonsurplussales.com,USA,USA
1454,Play It Again Sports - Rapid City,660 N Lacrosse Street,Rapid City,SD,57701,605-341-7538,,http://www.playitagainsportsrapidcity.com,USA,USA
1455,Dave's Sport Shop,"13950 Grove Drive, #200",Maple Grove,MN,55311,736-420-8837,,http://www.daves-sportshop.com,USA,USA
1456,Instant Replay Sports,8913 Penn Ave. S,Bloomington,MN,55431,952-888-1898,,http://www.instantreplaysports.biz,USA,USA
1457,Cole Sports - Gillette,320 S Gillette Avenue,Gillette,WY,82716,307-682-1302,,,USA,USA
1458,Mikdkey's Place,74 Main Street,Cooperstown,NY,13326,607-547-5775,,http://www.mickeysplace.com,USA,USA
1459,Natick Outdoor Store,38 North Avenue,Natick,MA,1760,508-653-6400,,http://www.natickoutdoor.com,USA,USA
1460,Elite Sports USA,309 E. Katella Avenue,Orange,CA,92867,714-639-9940,,http://www.elitesportsusa.net,USA,USA
1461,Play It Again Sports - Vancouver,8101 NE Parkway Drive,Vancouver,WA,98662,360-260-9440,,http://www.playitagainsportsvancouverwa.com,USA,USA
1462,Woodbury Sports,7956 Jericho Turnpike,Woodbury,NY,11797,516-496-0600,,http://www.woodburysports.com,USA,USA
1463,Garretson's Sport Center,3817 W 10th St,Greeley,CO,80634,970-353-8068,,,USA,USA
1464,Klem's,117 West Main Street,Spencer,MA,1562,508-885-2708,,http://www.klemsonline.com,USA,USA
1465,Action Sports,1016 Brown Street,Paducah,KY,42003,270-443-8838,,http://www.actionsportspaducah.com,USA,USA
1466,Homewood Sporting Goods,2941 South 18th Street,Homewood,AL,35209,205-879-2828,,http://www.homewoodsportinggoods.net,USA,USA
1468,Graham Sporting Goods,2535 S. Chruch Street,Burlington,NC,27215,336-226-5574,,http://www.grahamsport.com,USA,USA
1469,Play It Again Sports - Colorado Springs,5170 N. Academy Blvd.,Colorado Springs,CO,80418,719-528-5840,,http://www.playitagainsportscsprings.com,USA,USA
1470,Misko Sports,1522 L Street,Ord,NE,68862,308-728-5261,,http://www.miskosports.com,USA,USA
1471,Game On Sporting Goods,411 South 6th Street,Cordele,GA,31015,229-273-6767,,,USA,USA
1472,Thompson Sporting Goods,522 Morris Avenue,Summit,NJ,7901,908-273-0660,,http://www.thompsonsportinggoods.net,USA,USA
1473,Capital Sports,361 S. Pierre Street,Pierre,SD,57501,605-224-1808,,,USA,USA
1474,All-American Sports,3690 N Academy Blvd.,Colorado Springs,CO,80917,719-574-4400,,http://www.allamericansports.com,USA,USA
1475,N2Win Sports,1741 Church Street,Conway,SC,29526,843-488-5530,,http://www.n2winsports.com,USA,USA
1476,Wilson's Sports,116 S Rum River Drive,Princeton,MN,55371,763-389-4848,,http://www.wilsonsportsmn.com,USA,USA
1477,Nutmeg Sporting Goods,327 Main Avenue,Norwalk,CT,6850,203-354-4061,,http://www.nutmegsportinggoods.com,USA,USA
1478,Maine Sport Outfitters,115 Commercial Street,Rockport,ME,4856,207-236-8779,,http://www.mainesport.com,USA,USA
1479,Van Ginkel's Athletics,2208 Ingersoll Avenue,Des Moines,IA,50312,515-244-2459,,,USA,USA
1480,The Wheelhouse,326 Pine Mountain Road,Hudson,NC,28638,828-729-7550,,http://www.heritagesports.org,USA,USA
1481,Fischer's Pro Line Sports,785 New Florissant Road South,Florissant,MO,63031,314-921-6300,,http://www.fischersports.com,USA,USA
1482,Coach's Pro Shop,1624 South 7th Street,Terre Haute,IN,47802,812-242-9951,,,USA,USA
1483,Trinity Bat Company,2493 E Orangethorpe,Fullerton,CA,92831,714-449-1275,,http://www.trinitybats.com,USA,USA
1484,Bolt Athletics,"8260 Patuxent Range Road, Suite P",Jessup,MD,20794,410-997-2658,,http://www.boltathletics.com,USA,USA
1490,GAME ON ATHLETIC CENTER,2362 HICKORY FOREST DRIVE,ASHEBORO,NC,27203,336-465-8296,,,USA,USA
1501,PLAY IT AGAIN SPORTS - ROSEVILLE,2575 FAIRVIEW AVENUE NORTH,ROSEVILLE,MN,55113,,,http://www.playitagainsportsrsvl.com,USA,USA
1502,PLAY IT AGAIN SPORTS - MINNETONKA,11317 HIGHWAY 7,MINNETONKA,MN,55305,,,http://www.playitagainsportsmtka.com,USA,USA
1504,PLAY IT AGAIN SPORTS -EAGAN,1256 TOWN CENTRE DR,EAGAN,MN,55123,,,http://www.playitagainsportseagan.com,USA,USA
1505,PLAY IT AGAIN SPORTS - BLAINE,10135 HWY 65 N,BLAINE,MN,55434,,,http://www.playitagainsportsblaine.com,USA,USA
1506,PLAY IT AGAIN SPORTS – WEST ST. PAUL,2020 SOUTH ROBERT ST,WEST ST. PAUL,MN,55118,,,http://www.playitagainsportswsp.com,USA,USA
1508,We Drop Bombs Baseball,15 Fostertown Road,Medford,NJ,8055,609-408-8828,,http://www.wedropbombs.com,USA,USA
1510,Soto Gloves,2499 E Willow Street,Signal Hill,CA,90755,844-289-7686,,http://www.sotogloves.com,USA,USA
1511,Sluggerville Batting Cages,"8469 Cherry Avenue, Suite C",Fontana,CA,92335,909-823-2655,,,USA,USA
1512,Bases Loaded - Mooresville,609 N Main Street,Mooresville,NC,28115,704-663-2134,,http://www.basesloadedsportsllc.com,USA,USA
1513,Indian Head Athletics,18 Lake Avenue,Manchester,NH,3101,603-627-1292,,http://www.indianheadathletics.com,USA,USA
1514,Game On 13,300 Executive Blvd.,Elmsford,NY,10523,914-592-6613,,http://www.gameon13.com,USA,USA
1515,Holyoke Sporting Goods,1584 Dwight St.,Holyoke,MA,1040,413-532-6372,,,USA,USA
1516,All American Baseball Center,9100 Commerce Circle,Trafford,PA,15085,412-380-7000,,http://www.allamericanbaseballcenter.com,USA,USA
1517,Guilford Sporting Goods,934 Boston Post Road,Guilford,CT,6437,203-453-2370,,http://www.guilfordsportinggoods.net,USA,USA
1518,Play It Again Sports - Bradenton,"3611 1st Street East, Suite 710",Bradenton,FL,34208,941-896-9684,,http://www.playitagainsportsbradenton.com,USA,USA
1519,Rhino Trading Company,1451 N. Industrial Park Drive,Nogales,AZ,85621,520-841-3149,,http://www.rhinotradingco.com,USA,USA
1520,Legends Sporting Goods - Thief River Falls,212 Atlantic Avenue N,Thief River Falls,MN,56701,218-681-1006,,http://www.legendsathletics.com,USA,USA
1521,Pro Player Sports,1520 112th Street SW,Everett,WA,98208,800-657-7630,,http://www.proplayersupply.com,USA,USA
1522,Elite Baseball & Softball,5930 Clyde Park Avenue SW,Wyoming,MI,49509,616-246-7198,,http://www.elitebaseballandsoftball.com,USA,USA
1523,Play It Again Sports - Vails Gate,115 Temple Hill Road,Vails Gate,NY,12584,845-562-2755,,http://www.playitagainsportsvailsgate.com,USA,USA
1525,Game1 Sports,"10096th Street, Unit B",Rancho Cucamonga,CA,91730,909-466-1687,,http://www.game1sports.com,USA,USA
1526,Play It Again Sports - Parkersburg,103 Lakeview Center,Parkersburg,WV,26101,740-350-6110,,,USA,USA
1527,Play It Again Sports - Sawmill,7412 Sawmill Road,Columbus,OH,43235,614-791-9344,,http://www.playitagainsportssawmill.com,USA,USA
1528,Athletx LLC,9219 US Hwy 42 Ste D-127,Prospect,KY,40059,502-253-9787,,,USA,USA
1529,Sportsmen's,725 Bantam Raod,Bantam,CT,6750,860-567-3167,,http://www.sportsmens.biz,USA,USA
1530,Kitsap Sports,622 North Callow Avenue,Bremerton,WA,98312,360-698-4808,,http://www.kitsapsports.com,USA,USA
1531,Nicklasson Athletic,1217 South Broadway,New Ulm,MN,56073,507-354-8586,,http://www.nicklassonathletic.com,USA,USA
1532,Kelley Baseball & Softball Training,1251 Pass Road,Gulfport,MS,39501,228-860-2426,,http://www.kelleybaseball.net,USA,USA
1533,Southern Pride Sports,317 North Main Street,Swainsboro,GA,30401,478-299-3483,,,USA,USA
1534,Burghardt Sporting Goods,14660 W Capital Drive,Brookfield,WI,53005,262-790-1170,,http://www.burghardtsportinggoods.com,USA,USA
1535,Burghardt Sporting Goods,8625 N Port Washington Rd,Fox Point,WI,53217,414-434-0222,,http://www.burghardtsportinggoods.com,USA,USA
1536,Cooperstown Bat Company,118 Main Street PO Box 415,Cooperstown,NY,13326,607-547-2415,,http://www.cooperstownbat.com,USA,USA
1537,The Upper Deck,"3290 Suntree Blvd, #150",Melbourne,FL,32940,321-427-1335,,http://www.theupperdecksports.com,USA,USA
1538,Pitch 'N Hit Baseball Training Center,3356 South Main Street Road,Batavia,NY,14020,716-560-0031,,,USA,USA
1539,Texas Bat Company,811 Stonecrest Road,Argyle,TX,76226,214-215-4641,,,USA,USA
1540,Goal Post Sporting Goods,205 North Main Street,Dickson,TN,37055,615-446-9709,,http://www.goalpostdickson.com,USA,USA
1541,Play It Again Sports - Louisville,291 Hubbards Lane,Louisville,KY,40207,502-897-3494,,http://www.playitagainsportslouisvilleeast.com,USA,USA
1555,Sportshouse,55 South Willow Avenue,Cookeville,TN,38501,931-372-9002,,,USA,USA
1556,Hit-A-Double,2880 NW 2nd Avenue #2,Boca Raton,FL,33431,561-372-2681,,http://www.hitadouble.com,USA,USA
1557,Play It Again Sports - Kennesaw,840 W Barrett Pkwy #560,Kennesaw,GA,30144,770-429-8636,,http://www.playitagainsportskennesaw.com,USA,USA
1558,David Bowen Sporting Goods,4508 Sports Drive,Pace,FL,32571,850-994-3103,,http://www.bowensports.com,USA,USA
1559,David Bowen Sporting Goods,3986 Government Boulevard,Mobile,AL,36693,251-660-1766,,http://www.bowensports.com,USA,USA
1560,David Bowen sporting Goods,1635 Eastern Boulevard,Montgomery,AL,36117,334-651-8440,,http://www.bowensports.com,USA,USA
1561,Williams Athletics,2750 Racetrack Road,St. Johns,FL,32259,904-287-0023,,http://www.williamsathletics.com,USA,USA
1562,Fastpitch Nation,62 Douglas Street,Bloomfield,CT,6070,860-242-0055,,http://www.fastpitchnation.net,USA,USA
1563,Kleen 'N Hard Sports,"70 James St., Unit 111C",Worcester,MA,1603,508-755-8164,,http://www.kleennhardsports.com,USA,USA
1564,S & S Sports Center,105 S. Morrison Blvd.,Hammond,LA,70403,985-345-8323,,http://www.sssportscenter.com,USA,USA
1565,All Star Sports,3037 A Hopyard Road,Pleasonton,CA,94588,925-846-7928,,http://www.buyallstarsports.com,USA,USA
1566,5 Star Athletics,5410 Anderson Road,Tampa,FL,33614,813-892-0797,,,USA,USA
1567,Basin Sports,511 West Main,Vernal,UT,84078,435-789-2199,,http://www.basinsports.com,USA,USA
1568,One on One Sports,1805 Commerce Drive,Vidalia,GA,30474,912-403-3300,,http://www.oneononesports.net,USA,USA
1569,S & M Sports Shop,"707 S. Lafayette St, Suite C",Shelby,NC,28150,704-484-0228,,,USA,USA
1570,Hildebrand Sporting Goods,1809 Roosevelt Road,Broadview,IL,60155,708-344-0800,,http://www.hildebrandsports.com,USA,USA
1571,Minden Athletic Supply,350 Homer Road,Minden,LA,71055,318-377-2136,,,USA,USA
1572,Wharmby Sports,3173 Belmont Avenue,Youngstown,OH,44505,330-759-1682,,,USA,USA
1573,Hometown Sports,1795 Willamette Falls Drive,West Linn,OR,97068,503-594-0515,,http://www.hometownsportsnw.com,USA,USA
1574,Shively Sporting Goods,4006 Dixie Hwy,Louisville,KY,40216,502-448-7272,,http://www.shivelyteamstore.com,USA,USA
1575,Hoosier Sporting Goods,611 Washington St,Columbus,IN,47201,812-376-3418,,http://www.hoosiersportinggoods.com,USA,USA
1576,Sport About,207 S El Camino Real,Encinitas,CA,92024,760-942-9090,,,USA,USA
1577,Jones & Lang Sporting Goods,"1412 Trotwood Avenue, Suite 3",Columbia,TN,38401,931-388-8060,,http://www.jonesandlang.com,USA,USA
1578,Fin to Fur,1008 Nettleton Avenue,Thayer,MO,65791,417-264-4868,,http://www.fintofur.com,USA,USA
1579,Cooks Sporting Goods,1402 Willow Lane,North Wilkesboro,NC,28659,336-667-4121,,http://www.cookssports.com,USA,USA
1580,Tool Sport USA,1060 S. Lapeer,Oxford,MI,48371,248-969-5850,,http://www.toolsportusa.com,USA,USA
1581,Star Sports,5474 Gateway Plaza Drive,Benicia,CA,94510,707-745-6724,,,USA,USA
1582,Advanced Hitting,405 Little Falls Rd,Cedar Grove,NJ,7009,973-857-0791,,http://www.advancedhitting.com,USA,USA
1583,SageSport,815 Floyd Street,Kings Mountain,NC,28086,704-739-2366,,http://www.sagesport.com,USA,USA
1417,Second Time Around Sports,453 Atwood Avenue,Cranston,RI,2920,401-952-1161,2ndtime@cox.net,http://www.2ndtimearoundsports.com,USA,USA
1585,Herb's Sport Shop,51 Wooster Court,Briston,CT,6010,860-314-0200,,,USA,USA
1586,Red's Team Sports,4542 Eagle Falls Place,Tampa,FL,33619,813-612-5999,,http://www.redsteamsports.com,USA,USA
1587,Zinger Bat Company,"3155 N Nevada St, Suite #4",Chandler,AZ,85225,602-980-3155,,http://www.zingerbats.com,USA,USA
