wp_ID,wp_post_date,wp_post_modified,wp_post_status,wp_post_title,wp_post_content,wp_post_excerpt,wp_post_parent,wp_post_name,wp_post_type,wp_post_mime_type,wp_ping_status,wp_comment_status,wp_menu_order,wp_post_author,tx_category,tx_post_tag,tx_post_format,fi_thumbnail,cf__wp_page_template,cf__edit_last,cf__edit_lock,cf__soliloquy_settings,cf_wpcf-street-address,cf_wpcf-city,cf_wpcf-state,cf_wpcf-zipcode,cf_wpcf-phone-number,cf__menu_item_menu_item_parent,cf__menu_item_type,cf__menu_item_object,cf__menu_item_object_id,cf__menu_item_target,cf__menu_item_classes,cf__menu_item_xfn,cf__menu_item_url,cf__thumbnail_id,cf__wp_attachment_metadata,cf__wp_attached_file,cf__form,cf__mail,cf__mail_2,cf__messages,cf__additional_settings,cf__wp_types_group_filters_association,cf__wp_types_group_fields,cf__wp_types_group_post_types,cf__wp_types_group_terms,cf__wp_types_group_templates,cf__wpcf_conditional_display,cf_wpcf-contact-email,cf_wpcf-website,cf__wp_old_slug,cf__soliloquy_image_link,cf__soliloquy_image_link_title,cf__soliloquy_image_link_tab,cf_wpcf-country,cf_wpcf-region,cf__wp_attachment_image_alt,cf_wpcf-post-link-url,cf__wp_types_group_admin_styles,cf__sol_slider_data,cf__sol_in_slider,cf__sol_has_slider,cf_wpcf-hide-title-overlay,cf_link,cf__menu_item_orphaned
1418,"2015-04-23 14:51:21","2015-04-23 14:51:21",publish,"Scott's Sporting Goods",,,0,scotts-sporting-goods-2,dealer,,closed,closed,0,chris,,,,,,2,1429825744:2,,"165 Poquonock Avenue",Windsor,CT,06095,860-688-5469,,,,,,,,,,,,,,,,,,,,,,,scott165@snet.net,http://www.scottsisports.com,,,,,,,,,,,,,,,
1419,"2015-04-23 14:52:18","2015-04-23 14:52:18",publish,"Rijo Athletics",,,0,rijo-athletics,dealer,,closed,closed,0,chris,,,,,,2,1429825796:2,,"22620 State Route 9 SE",Woodinville,WA,98072,425-486-4878,,,,,,,,,,,,,,,,,,,,,,,jose@rijoathletics.com,http://www.rijoathletics.com,,,,,,,,,,,,,,,
1420,"2015-04-23 14:52:52","2015-04-23 14:52:52",publish,"Pro Sports Apparel",,,0,pro-sports-apparel,dealer,,closed,closed,0,chris,,,,,,2,1429825841:2,,"4658 Arlington Dr.",Placida,FL,33946,941-421-8378,,,,,,,,,,,,,,,,,,,,,,,prosportapparel@gmail.com,,,,,,,,,,,,,,,,
1421,"2015-04-23 14:53:36","2015-04-23 14:53:36",publish,"Kingsford Sports",,,0,kingsford-sports,dealer,,closed,closed,0,chris,,,,,,2,1429825874:2,,"25604 N. Gilmen Road",Mundelein,IL,60060,847-438-1001,,,,,,,,,,,,,,,,,,,,,,,smpet05@yahoo.com,,,,,,,,,,,,,,,,
1422,"2015-04-23 14:54:11","2015-04-23 14:54:11",publish,"Main Street Pie",,,0,main-street-pie,dealer,,closed,closed,0,chris,,,,,,2,1429825909:2,,"14933 Main Street",Alachua,FL,32615,368-462-0661,,,,,,,,,,,,,,,,,,,,,,,sabkfam@yahoo.com,,,,,,,,,,,,,,,,
1423,"2015-04-23 14:54:50","2015-04-23 14:54:50",publish,"McCleerey's Sporting Goods",,,0,mccleereys-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1429825951:2,,"22 S State St.",Greenfield,IN,46140,317-462-2886,,,,,,,,,,,,,,,,,,,,,,,steve.mccleerey@gmail.com,,,,,,,,,,,,,,,,
1424,"2015-04-23 14:55:32","2015-04-23 14:55:32",publish,"MT Elite",,,0,mt-elite,dealer,,closed,closed,0,chris,,,,,,2,1429825990:2,,"820 Park Avenue",Murfreesboro,TN,37129,615-440-2013,,,,,,,,,,,,,,,,,,,,,,,jwilson605@comcast.net,,,,,,,,,,,,,,,,
1425,"2015-04-23 14:56:18","2015-04-23 14:56:18",publish,"New York Empire Baseball",,,0,new-york-empire-baseball,dealer,,closed,closed,0,chris,,,,,,2,1429826037:2,,"243 West 60 Street","New York",NY,10023,646-872-1441,,,,,,,,,,,,,,,,,,,,,,,jordan@newyorkempirebaseball.org,http://www.newyorkempirebaseball.org,,,,,,,,,,,,,,,
1426,"2015-04-23 14:56:55","2015-04-23 14:56:55",publish,"Ocean State Sublimation",,,0,ocean-state-sublimation,dealer,,closed,closed,0,chris,,,,,,2,1429826073:2,,"16 Greco Lane",Warwick,RI,02886,401-738-1698,,,,,,,,,,,,,,,,,,,,,,,oceanstatesublimation@gmail.com,,,,,,,,,,,,,,,,
1427,"2015-04-23 14:57:32","2015-04-23 14:57:32",publish,"Parkview Sports",,,0,parkview-sports,dealer,,closed,closed,0,chris,,,,,,2,1429826112:2,,"5973 Broadway",Bronx,NY,10471,718-549-4400,,,,,,,,,,,,,,,,,,,,,,,parkviewsports@aol.com,,,,,,,,,,,,,,,,
1428,"2015-04-23 14:58:19","2015-04-23 14:58:19",publish,"PIAS - Seattle",,,0,pias-seattle,dealer,,closed,closed,0,chris,,,,,,2,1429826158:2,,"1304 Stewart St",Seattle,WA,98109,206-264-9255,,,,,,,,,,,,,,,,,,,,,,,dave@playseattle.com,,,,,,,,,,,,,,,,
1429,"2015-04-23 14:58:59","2015-04-23 14:58:59",publish,"Play It Again Sports - Ann Arbor",,,0,play-it-again-sports-ann-arbor,dealer,,closed,closed,0,chris,,,,,,2,1429826197:2,,"2461 W Stadium Blvd","Ann Arbor",MI,48103,734-747-6277,,,,,,,,,,,,,,,,,,,,,,,piasannarbor@gmail.com,,,,,,,,,,,,,,,,
1430,"2015-04-23 14:59:45","2015-04-23 14:59:45",publish,"Play It Again Sports - Biddeford",,,0,play-it-again-sports-biddeford,dealer,,closed,closed,0,chris,,,,,,2,1429826248:2,,"473 Alfred Street",Biddeford,ME,04005,207-602-6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,"2015-04-23 15:00:21","2015-04-23 15:00:21",publish,"Play It Again Sports - Deptford",,,0,play-it-again-sports-deptford,dealer,,closed,closed,0,chris,,,,,,2,1429826278:2,,"1450 Clements Bridge Road",Deptford,NJ,08096,484-832-0255,,,,,,,,,,,,,,,,,,,,,,,playitagaindeptford@outlook.com,,,,,,,,,,,,,,,,
1432,"2015-04-23 15:01:26","2015-04-23 15:01:26",publish,"Play It Again Sports - Flint",,,0,play-it-again-sports-flint,dealer,,closed,closed,0,chris,,,,,,2,1429826347:2,,"4230 Miller Road",Flint,MI,48507,810-515-1659,,,,,,,,,,,,,,,,,,,,,,,randy@playitagainsportsflint.com,http://www.playitagainsportsflint.com,,,,,,,,,,,,,,,
1433,"2015-04-23 15:02:12","2015-04-23 15:02:12",publish,"Play It Again Sports - Hickory",,,0,play-it-again-sports-hickory,dealer,,closed,closed,0,chris,,,,,,2,1429826389:2,,"1816 Hwy 70 SE",Hickory,NC,28602,828-324-5070,,,,,,,,,,,,,,,,,,,,,,,cmjsports@yahoo.com,http://www.playitagainsportshickory.com,,,,,,,,,,,,,,,
1434,"2015-04-23 15:02:44","2015-04-23 15:02:44",publish,"Play It Again Sports - Kentwood",,,0,play-it-again-sports-kentwood,dealer,,closed,closed,0,chris,,,,,,2,1429826422:2,,"3734 28th St",Kentwood,MI,49512,616-957-0086,,,,,,,,,,,,,,,,,,,,,,,cpastimes@gmail.com,,,,,,,,,,,,,,,,
1435,"2015-04-23 15:03:29","2015-04-23 15:03:29",publish,"Play It Again Sports - Oceanside",,,0,play-it-again-sports-oceanside,dealer,,closed,closed,0,chris,,,,,,2,1429826467:2,,"46 Atlantic Avenue",Oceanside,NY,11572,516-678-7900,,,,,,,,,,,,,,,,,,,,,,,jim@playsports.com,,,,,,,,,,,,,,,,
1436,"2015-04-23 15:04:29","2015-04-23 15:04:29",publish,"Play It Again Sports - Portland",,,0,play-it-again-sports-portland,dealer,,closed,closed,0,chris,,,,,,2,1429826527:2,,"315 Marginal Way",Portland,ME,04101,207-773-6063,,,,,,,,,,,,,,,,,,,,,,,mikepias@maine.rr.com,http://www.playitagainsportsportlandmaine.com,,,,,,,,,,,,,,,
1437,"2015-04-23 15:05:14","2015-04-23 15:05:14",publish,"Play It Again Sports - San Antonio",,,0,play-it-again-sports-san-antonio,dealer,,closed,closed,0,chris,,,,,,2,1429826717:2,,"15038 N. US HWY 281","San Antonio",TX,78232,210-455-3951,,,,,,,,,,,,,,,,,,,,,,,playitagainsports_sa@yahoo.com,http://www.playitagainsportssanantonio.com,,,,,,,,,,,,,,,
1439,"2015-04-29 16:21:42","2015-04-29 16:21:42",publish,"Monster Bats",,,0,monster-bats-2,dealer,,closed,closed,0,chris,,,,,,2,1430349705:2,,"600 S. Bell Blvd #18","Cedar Park",TX,78613,512-505-8721,,,,,,,,,,,,,,,,,,,,,,,,http://www.monsterbats.com,,,,,,,,,,,,,,,
1451,"2015-05-11 12:53:15","2015-05-11 12:53:16",publish,"Vincent Sport Shop",,,0,vincent-sport-shop,dealer,,closed,closed,0,chris,,,,,,2,1431373853:2,,"776 Hopmeadow Street",Simsbury,CT,6070,860-658-5419,,,,,,,,,,,,,,,,,,,,,,,,http://www.vincentsportshop.com,,,,,,,,,,,,,,,
1452,"2015-05-11 12:53:58","2015-05-11 12:53:58",publish,"Danielson Surplus Sales",,,0,danielson-surplus-sales,dealer,,closed,closed,0,chris,,,,,,2,1431373895:2,,"151 Main Street",Danielson,CT,6239,860-774-6287,,,,,,,,,,,,,,,,,,,,,,,,http://www.danielsonsurplussales.com,,,,,,,,,,,,,,,
1454,"2015-05-11 12:54:58","2015-05-11 12:54:58",publish,"Play It Again Sports - Rapid City",,,0,play-it-again-sports-rapid-city,dealer,,closed,closed,0,chris,,,,,,2,1431373955:2,,"660 N Lacrosse Street","Rapid City",SD,57701,605-341-7538,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsrapidcity.com,,,,,,,,,,,,,,,
1455,"2015-05-11 12:55:43","2015-05-11 12:55:43",publish,"Dave's Sport Shop",,,0,daves-sport-shop,dealer,,closed,closed,0,chris,,,,,,2,1431374001:2,,"13950 Grove Drive, #200","Maple Grove",MN,55311,736-420-8837,,,,,,,,,,,,,,,,,,,,,,,,http://www.daves-sportshop.com,,,,,,,,,,,,,,,
1456,"2015-05-11 12:56:20","2015-05-11 12:56:20",publish,"Instant Replay Sports",,,0,instant-replay-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374037:2,,"8913 Penn Ave. S",Bloomington,MN,55431,952-888-1898,,,,,,,,,,,,,,,,,,,,,,,,http://www.instantreplaysports.biz,,,,,,,,,,,,,,,
1457,"2015-05-11 12:56:51","2015-05-11 12:56:51",publish,"Cole Sports - Gillette",,,0,cole-sports-gillette,dealer,,closed,closed,0,chris,,,,,,2,1431374072:2,,"320 S Gillette Avenue",Gillette,WY,82716,307-682-1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,"2015-05-11 12:57:32","2015-05-11 12:57:32",publish,"Mikdkey's Place",,,0,mikdkeys-place,dealer,,closed,closed,0,chris,,,,,,2,1431374109:2,,"74 Main Street",Cooperstown,NY,13326,607-547-5775,,,,,,,,,,,,,,,,,,,,,,,,http://www.mickeysplace.com,,,,,,,,,,,,,,,
1459,"2015-05-11 12:58:21","2015-05-11 12:58:21",publish,"Natick Outdoor Store",,,0,natick-outdoor-store,dealer,,closed,closed,0,chris,,,,,,2,1431374158:2,,"38 North Avenue",Natick,MA,1760,508-653-6400,,,,,,,,,,,,,,,,,,,,,,,,http://www.natickoutdoor.com,,,,,,,,,,,,,,,
1460,"2015-05-11 12:58:55","2015-05-11 12:58:55",publish,"Elite Sports USA",,,0,elite-sports-usa,dealer,,closed,closed,0,chris,,,,,,2,1431374192:2,,"309 E. Katella Avenue",Orange,CA,92867,714-639-9940,,,,,,,,,,,,,,,,,,,,,,,,http://www.elitesportsusa.net,,,,,,,,,,,,,,,
1461,"2015-05-11 12:59:29","2015-05-11 12:59:29",publish,"Play It Again Sports - Vancouver",,,0,play-it-again-sports-vancouver,dealer,,closed,closed,0,chris,,,,,,2,1431374226:2,,"8101 NE Parkway Drive",Vancouver,WA,98662,360-260-9440,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsvancouverwa.com,,,,,,,,,,,,,,,
1462,"2015-05-11 13:00:02","2015-05-11 13:00:02",publish,"Woodbury Sports",,,0,woodbury-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374259:2,,"7956 Jericho Turnpike",Woodbury,NY,11797,516-496-0600,,,,,,,,,,,,,,,,,,,,,,,,http://www.woodburysports.com,,,,,,,,,,,,,,,
1463,"2015-05-11 13:00:33","2015-05-11 13:00:33",publish,"Garretson's Sport Center",,,0,garretsons-sport-center,dealer,,closed,closed,0,chris,,,,,,2,1431374291:2,,"3817 W 10th St",Greeley,CO,80634,970-353-8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,"2015-05-11 13:01:16","2015-05-11 13:01:16",publish,Klem's,,,0,klems,dealer,,closed,closed,0,chris,,,,,,2,1431374335:2,,"117 West Main Street",Spencer,MA,1562,508-885-2708,,,,,,,,,,,,,,,,,,,,,,,,http://www.klemsonline.com,,,,,,,,,,,,,,,
1465,"2015-05-11 13:01:50","2015-05-11 13:01:50",publish,"Action Sports",,,0,action-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374368:2,,"1016 Brown Street",Paducah,KY,42003,270-443-8838,,,,,,,,,,,,,,,,,,,,,,,,http://www.actionsportspaducah.com,,,,,,,,,,,,,,,
1466,"2015-05-11 13:02:25","2015-05-11 13:02:25",publish,"Homewood Sporting Goods",,,0,homewood-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1431374402:2,,"2941 South 18th Street",Homewood,AL,35209,205-879-2828,,,,,,,,,,,,,,,,,,,,,,,,http://www.homewoodsportinggoods.net,,,,,,,,,,,,,,,
1468,"2015-05-11 13:03:17","2015-05-11 13:03:17",publish,"Graham Sporting Goods",,,0,graham-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1431374455:2,,"2535 S. Chruch Street",Burlington,NC,27215,336-226-5574,,,,,,,,,,,,,,,,,,,,,,,,http://www.grahamsport.com,,,,,,,,,,,,,,,
1469,"2015-05-11 13:03:56","2015-05-11 13:03:56",publish,"Play It Again Sports - Colorado Springs",,,0,play-it-again-sports-colorado-springs,dealer,,closed,closed,0,chris,,,,,,2,1431374494:2,,"5170 N. Academy Blvd.","Colorado Springs",CO,80418,719-528-5840,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportscsprings.com,,,,,,,,,,,,,,,
1470,"2015-05-11 13:04:39","2015-05-11 13:04:39",publish,"Misko Sports",,,0,misko-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374536:2,,"1522 L Street",Ord,NE,68862,308-728-5261,,,,,,,,,,,,,,,,,,,,,,,,http://www.miskosports.com,,,,,,,,,,,,,,,
1471,"2015-05-11 13:05:12","2015-05-11 13:05:12",publish,"Game On Sporting Goods",,,0,game-on-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1431374575:2,,"411 South 6th Street",Cordele,GA,31015,229-273-6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,"2015-05-11 13:05:48","2015-05-11 13:05:48",publish,"Thompson Sporting Goods",,,0,thompson-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1431374606:2,,"522 Morris Avenue",Summit,NJ,7901,908-273-0660,,,,,,,,,,,,,,,,,,,,,,,,http://www.thompsonsportinggoods.net,,,,,,,,,,,,,,,
1473,"2015-05-11 13:06:14","2015-05-11 13:06:14",publish,"Capital Sports",,,0,capital-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374631:2,,"361 S. Pierre Street",Pierre,SD,57501,605-224-1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,"2015-05-11 13:06:44","2015-05-11 13:07:59",publish,"All-American Sports",,,0,all-american-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374736:2,,"3690 N Academy Blvd.","Colorado Springs",CO,80917,719-574-4400,,,,,,,,,,,,,,,,,,,,,,,,http://www.allamericansports.com,,,,,,,,,,,,,,,
1475,"2015-05-11 13:09:12","2015-05-11 13:09:12",publish,"N2Win Sports",,,0,n2win-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374810:2,,"1741 Church Street",Conway,SC,29526,843-488-5530,,,,,,,,,,,,,,,,,,,,,,,,http://www.n2winsports.com,,,,,,,,,,,,,,,
1476,"2015-05-11 13:09:54","2015-05-11 13:09:54",publish,"Wilson's Sports",,,0,wilsons-sports,dealer,,closed,closed,0,chris,,,,,,2,1431374854:2,,"116 S Rum River Drive",Princeton,MN,55371,763-389-4848,,,,,,,,,,,,,,,,,,,,,,,,http://www.wilsonsportsmn.com,,,,,,,,,,,,,,,
1477,"2015-05-11 13:10:26","2015-05-11 13:10:26",publish,"Nutmeg Sporting Goods",,,0,nutmeg-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1431374885:2,,"327 Main Avenue",Norwalk,CT,6850,203-354-4061,,,,,,,,,,,,,,,,,,,,,,,,http://www.nutmegsportinggoods.com,,,,,,,,,,,,,,,
1478,"2015-05-11 13:11:05","2015-05-11 13:11:09",publish,"Maine Sport Outfitters",,,0,maine-sport-outfitters,dealer,,closed,closed,0,chris,,,,,,2,1431374929:2,,"115 Commercial Street",Rockport,ME,4856,207-236-8779,,,,,,,,,,,,,,,,,,,,,,,,http://www.mainesport.com,,,,,,,,,,,,,,,
1479,"2015-05-11 13:11:45","2015-05-11 13:11:57",publish,"Van Ginkel's Athletics",,,0,van-ginkels-athletics,dealer,,closed,closed,0,chris,,,,,,2,1431374975:2,,"2208 Ingersoll Avenue","Des Moines",IA,50312,515-244-2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,"2015-05-11 13:12:30","2015-05-11 13:12:30",publish,"The Wheelhouse",,,0,the-wheelhouse,dealer,,closed,closed,0,chris,,,,,,2,1431375011:2,,"326 Pine Mountain Road",Hudson,NC,28638,828-729-7550,,,,,,,,,,,,,,,,,,,,,,,,http://www.heritagesports.org,,,,,,,,,,,,,,,
1481,"2015-05-11 13:13:19","2015-05-11 13:13:19",publish,"Fischer's Pro Line Sports",,,0,fischers-pro-line-sports,dealer,,closed,closed,0,chris,,,,,,2,1431375056:2,,"785 New Florissant Road South",Florissant,MO,63031,314-921-6300,,,,,,,,,,,,,,,,,,,,,,,,http://www.fischersports.com,,,,,,,,,,,,,,,
1482,"2015-05-11 13:13:48","2015-05-11 13:13:48",publish,"Coach's Pro Shop",,,0,coachs-pro-shop,dealer,,closed,closed,0,chris,,,,,,2,1431375086:2,,"1624 South 7th Street","Terre Haute",IN,47802,812-242-9951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,"2015-05-11 13:14:19","2015-05-11 13:14:19",publish,"Trinity Bat Company",,,0,trinity-bat-company,dealer,,closed,closed,0,chris,,,,,,2,1431375117:2,,"2493 E Orangethorpe",Fullerton,CA,92831,714-449-1275,,,,,,,,,,,,,,,,,,,,,,,,http://www.trinitybats.com,,,,,,,,,,,,,,,
1484,"2015-05-11 13:15:02","2015-05-11 13:15:02",publish,"Bolt Athletics",,,0,bolt-athletics,dealer,,closed,closed,0,chris,,,,,,2,1431375164:2,,"8260 Patuxent Range Road, Suite P",Jessup,MD,20794,410-997-2658,,,,,,,,,,,,,,,,,,,,,,,,http://www.boltathletics.com,,,,,,,,,,,,,,,
1490,"2015-05-18 15:48:49","2015-05-18 15:48:49",publish,"GAME ON ATHLETIC CENTER",,,0,game-on-athletic-center,dealer,,closed,closed,0,chris,,,,,,2,1431989347:2,,"2362 HICKORY FOREST DRIVE",ASHEBORO,NC,27203,336-465-8296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,"2015-06-15 12:35:29","2015-06-15 12:35:29",publish,"PLAY IT AGAIN SPORTS - ROSEVILLE",,,0,play-it-again-sports-roseville,dealer,,closed,closed,0,chris,,,,,,2,1434396787:2,,"2575 FAIRVIEW AVENUE NORTH",ROSEVILLE,MN,55113,,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsrsvl.com,,,,,,,,,,,,,,,
1502,"2015-06-15 12:36:28","2015-06-15 12:36:28",publish,"PLAY IT AGAIN SPORTS - MINNETONKA",,,0,play-it-again-sports-minnetonka,dealer,,closed,closed,0,chris,,,,,,2,1434396848:2,,"11317 HIGHWAY 7",MINNETONKA,MN,55305,,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsmtka.com,,,,,,,,,,,,,,,
1504,"2015-06-15 12:37:14","2015-06-15 12:37:14",publish,"PLAY IT AGAIN SPORTS -EAGAN",,,0,play-it-again-sports-eagan,dealer,,closed,closed,0,chris,,,,,,2,1434396894:2,,"1256 TOWN CENTRE DR",EAGAN,MN,55123,,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportseagan.com,,,,,,,,,,,,,,,
1505,"2015-06-15 12:37:59","2015-06-15 12:37:59",publish,"PLAY IT AGAIN SPORTS - BLAINE",,,0,play-it-again-sports-blaine,dealer,,closed,closed,0,chris,,,,,,2,1434396937:2,,"10135 HWY 65 N",BLAINE,MN,55434,,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsblaine.com,,,,,,,,,,,,,,,
1506,"2015-06-15 12:38:51","2015-06-15 12:38:51",publish,"PLAY IT AGAIN SPORTS – WEST ST. PAUL",,,0,play-it-again-sports-west-st-paul,dealer,,closed,closed,0,chris,,,,,,2,1434397028:2,,"2020 SOUTH ROBERT ST","WEST ST. PAUL",MN,55118,,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportswsp.com,,,,,,,,,,,,,,,
1508,"2015-06-15 12:51:44","2015-06-15 12:51:44",publish,"We Drop Bombs Baseball",,,0,we-drop-bombs-baseball,dealer,,closed,closed,0,chris,,,,,,2,1434397761:2,,"15 Fostertown Road",Medford,NJ,08055,609-408-8828,,,,,,,,,,,,,,,,,,,,,,,,http://www.wedropbombs.com,,,,,,,,,,,,,,,
1510,"2015-06-15 12:52:27","2015-06-15 12:52:27",publish,"Soto Gloves",,,0,soto-gloves,dealer,,closed,closed,0,chris,,,,,,2,1434397805:2,,"2499 E Willow Street","Signal Hill",CA,90755,844-289-7686,,,,,,,,,,,,,,,,,,,,,,,,http://www.sotogloves.com,,,,,,,,,,,,,,,
1511,"2015-06-15 12:52:59","2015-06-15 12:52:59",publish,"Sluggerville Batting Cages",,,0,sluggerville-batting-cages,dealer,,closed,closed,0,chris,,,,,,2,1434397840:2,,"8469 Cherry Avenue, Suite C",Fontana,CA,92335,909-823-2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,"2015-06-15 12:53:57","2015-06-15 12:53:57",publish,"Bases Loaded - Mooresville",,,0,bases-loaded-mooresville,dealer,,closed,closed,0,chris,,,,,,2,1434397899:2,,"609 N Main Street",Mooresville,NC,28115,704-663-2134,,,,,,,,,,,,,,,,,,,,,,,,http://www.basesloadedsportsllc.com,,,,,,,,,,,,,,,
1513,"2015-06-15 12:54:37","2015-06-15 12:54:37",publish,"Indian Head Athletics",,,0,indian-head-athletics,dealer,,closed,closed,0,chris,,,,,,2,1434397936:2,,"18 Lake Avenue",Manchester,NH,03101,603-627-1292,,,,,,,,,,,,,,,,,,,,,,,,http://www.indianheadathletics.com,,,,,,,,,,,,,,,
1514,"2015-06-15 13:01:17","2015-06-15 13:01:17",publish,"Game On 13",,,0,game-on-13,dealer,,closed,closed,0,chris,,,,,,2,1434398335:2,,"300 Executive Blvd.",Elmsford,NY,10523,914-592-6613,,,,,,,,,,,,,,,,,,,,,,,,http://www.gameon13.com,,,,,,,,,,,,,,,
1515,"2015-06-15 13:02:10","2015-06-15 13:02:24",publish,"Holyoke Sporting Goods",,,0,holyoke-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1434398403:2,,"1584 Dwight St.",Holyoke,MA,01040,413-532-6372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,"2015-06-15 13:03:14","2015-06-15 13:03:29",publish,"All American Baseball Center",,,0,all-american-baseball-center,dealer,,closed,closed,0,chris,,,,,,2,1434398469:2,,"9100 Commerce Circle",Trafford,PA,15085,412-380-7000,,,,,,,,,,,,,,,,,,,,,,,,http://www.allamericanbaseballcenter.com,,,,,,,,,,,,,,,
1517,"2015-06-15 13:04:17","2015-06-15 13:04:17",publish,"Guilford Sporting Goods",,,0,guilford-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1434398515:2,,"934 Boston Post Road",Guilford,CT,06437,203-453-2370,,,,,,,,,,,,,,,,,,,,,,,,http://www.guilfordsportinggoods.net,,,,,,,,,,,,,,,
1518,"2015-06-15 13:05:02","2015-06-15 13:05:08",publish,"Play It Again Sports - Bradenton",,,0,play-it-again-sports-bradenton,dealer,,closed,closed,0,chris,,,,,,2,1434398566:2,,"3611 1st Street East, Suite 710",Bradenton,FL,34208,941-896-9684,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsbradenton.com,,,,,,,,,,,,,,,
1519,"2015-06-15 13:05:55","2015-06-15 13:05:55",publish,"Rhino Trading Company",,,0,rhino-trading-company,dealer,,closed,closed,0,chris,,,,,,2,1434398612:2,,"1451 N. Industrial Park Drive",Nogales,AZ,85621,520-841-3149,,,,,,,,,,,,,,,,,,,,,,,,http://www.rhinotradingco.com,,,,,,,,,,,,,,,
1520,"2015-06-15 13:06:44","2015-06-15 13:06:44",publish,"Legends Sporting Goods - Thief River Falls",,,0,legends-sporting-goods-thief-river-falls,dealer,,closed,closed,0,chris,,,,,,2,1434398663:2,,"212 Atlantic Avenue N","Thief River Falls",MN,56701,218-681-1006,,,,,,,,,,,,,,,,,,,,,,,,http://www.legendsathletics.com,,,,,,,,,,,,,,,
1521,"2015-06-15 13:07:34","2015-06-15 13:07:34",publish,"Pro Player Sports",,,0,pro-player-sports,dealer,,closed,closed,0,chris,,,,,,2,1434398714:2,,"1520 112th Street SW",Everett,WA,98208,800-657-7630,,,,,,,,,,,,,,,,,,,,,,,,http://www.proplayersupply.com,,,,,,,,,,,,,,,
1522,"2015-06-15 13:08:27","2015-06-15 13:08:37",publish,"Elite Baseball & Softball",,,0,elite-baseball-softball,dealer,,closed,closed,0,chris,,,,,,2,1434398773:2,,"5930 Clyde Park Avenue SW",Wyoming,MI,49509,616-246-7198,,,,,,,,,,,,,,,,,,,,,,,,http://www.elitebaseballandsoftball.com,,,,,,,,,,,,,,,
1523,"2015-06-15 13:09:24","2015-06-15 13:09:24",publish,"Play It Again Sports - Vails Gate",,,0,play-it-again-sports-vails-gate,dealer,,closed,closed,0,chris,,,,,,2,1434398823:2,,"115 Temple Hill Road","Vails Gate",NY,12584,845-562-2755,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsvailsgate.com,,,,,,,,,,,,,,,
1525,"2015-06-15 13:10:03","2015-06-15 13:10:03",publish,"Game1 Sports",,,0,game1-sports,dealer,,closed,closed,0,chris,,,,,,2,1434398861:2,,"10096th Street, Unit B","Rancho Cucamonga",CA,91730,909-466-1687,,,,,,,,,,,,,,,,,,,,,,,,http://www.game1sports.com,,,,,,,,,,,,,,,
1526,"2015-06-15 13:10:56","2015-06-15 13:10:56",publish,"Play It Again Sports - Parkersburg",,,0,play-it-again-sports-parkersburg,dealer,,closed,closed,0,chris,,,,,,2,1434398913:2,,"103 Lakeview Center",Parkersburg,WV,26101,740-350-6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
